time,mid_c,SMA_14,SMA_21,SMA_40,Slope_540
2003-03-21 18:00:00,895.3,,,,
2003-03-24 06:00:00,879.4,,,,
2003-03-24 10:00:00,877.9,,,,
2003-03-24 14:00:00,867.9,,,,
2003-03-24 18:00:00,864.4,,,,
2003-03-25 06:00:00,860.9,,,,
2003-03-25 10:00:00,864.4,,,,
2003-03-25 14:00:00,878.2,,,,
2003-03-25 18:00:00,874.2,,,,
2003-03-26 06:00:00,874.4,,,,
2003-03-26 10:00:00,873.4,,,,
2003-03-26 14:00:00,873.1,,,,
2003-03-26 18:00:00,869.6,,,,
2003-03-27 06:00:00,863.6,872.6214285714286,,,
2003-03-27 10:00:00,861.4,870.2,,,
2003-03-27 14:00:00,869.4,869.4857142857143,,,
2003-03-27 18:00:00,868.9,868.842857142857,,,
2003-03-28 06:00:00,865.4,868.6642857142857,,,
2003-03-28 10:00:00,863.6,868.6071428571429,,,
2003-03-28 14:00:00,864.6,868.8714285714286,,,
2003-03-28 18:00:00,863.9,868.8357142857142,870.1857142857143,,
2003-03-31 06:00:00,851.8,866.9499999999999,868.1142857142858,,
2003-03-31 10:00:00,851.0,865.2928571428571,866.7619047619048,,
2003-03-31 14:00:00,851.8,863.6785714285714,865.5190476190477,,
2003-03-31 18:00:00,845.5,861.6857142857143,864.452380952381,,
2003-04-01 06:00:00,849.8,860.0214285714285,863.7571428571428,,
2003-04-01 10:00:00,852.0,858.7642857142856,863.3333333333334,,
2003-04-01 14:00:00,858.8,858.4214285714286,863.0666666666666,,
2003-04-01 18:00:00,858.8,858.2357142857143,862.1428571428571,,
2003-04-02 06:00:00,865.3,857.9428571428571,861.7190476190477,,
2003-04-02 10:00:00,871.8,858.15,861.5952380952381,,
2003-04-02 14:00:00,881.8,859.3214285714286,861.9952380952379,,
2003-04-02 18:00:00,879.3,860.4428571428572,862.2904761904762,,
2003-04-03 06:00:00,885.8,861.9571428571428,863.0619047619048,,
2003-04-03 10:00:00,887.8,863.6642857142857,864.2142857142857,,
2003-04-03 14:00:00,879.3,865.6285714285715,865.0666666666667,,
2003-04-03 18:00:00,874.8,867.3285714285713,865.3238095238095,,
2003-04-04 06:00:00,877.0,869.1285714285714,865.7095238095237,,
2003-04-04 10:00:00,883.3,871.8285714285713,866.5619047619048,,
2003-04-04 14:00:00,877.8,873.8285714285714,867.2380952380951,868.9350000000001,
2003-04-04 18:00:00,879.8,875.8142857142857,867.9619047619047,868.5474999999999,
2003-04-07 05:00:00,901.8,878.8857142857141,869.7666666666667,869.1075000000001,
2003-04-07 09:00:00,900.5,881.8642857142856,872.0857142857143,869.6725,
2003-04-07 13:00:00,897.0,884.1285714285714,874.2761904761904,870.4,
2003-04-07 17:00:00,877.7,884.55,875.5095238095239,870.7324999999998,
2003-04-08 05:00:00,882.0,884.5642857142857,877.2476190476191,871.2599999999999,
2003-04-08 09:00:00,882.5,884.7928571428571,878.804761904762,871.7125,
2003-04-08 13:00:00,881.5,884.4857142857143,880.2095238095238,871.7949999999998,
